Platform,Manufactur,Year,Publisher,NA,EU,JP,Other,Global,Critic_Score,Critic_Count,User_Score,User_Count,Developer
XB,Microsoft,2002,TDK Mediactive,0.22,0.06,0.0,0.01,0.29,72.0,23.0,6.9,9.0,Simon & Schuster
Wii,Nintendo,2010,Electronic Arts,0.16,0.1,0.0,0.03,0.29,67.0,9.0,5.2,5.0,Electronic Arts
X360,Microsoft,2009,Eidos Interactive,0.12,0.14,0.0,0.03,0.29,73.0,44.0,8.4,38.0,Io Interactive
GC,Nintendo,2005,Electronic Arts,0.23,0.06,0.0,0.01,0.29,88.0,36.0,8.4,16.0,EA Canada
PS2,Sony,2000,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.29,66.0,11.0,7.7,20.0,Omega Force
PSP,Sony,2006,Sony Computer Entertainment,0.26,0.01,0.0,0.03,0.29,87.0,58.0,9.0,118.0,Sony Bend
DS,Nintendo,2008,Nintendo,0.19,0.0,0.08,0.01,0.29,69.0,23.0,7.3,18.0,Paon Corporation
X360,Microsoft,2009,THQ,0.2,0.07,0.0,0.03,0.29,61.0,18.0,6.8,6.0,Heavy Iron Studios
PSV,Sony,2012,Sony Computer Entertainment,0.15,0.09,0.0,0.04,0.29,62.0,51.0,6.4,69.0,SCEA
X360,Microsoft,2005,Electronic Arts,0.27,0.0,0.0,0.02,0.29,64.0,35.0,5.6,16.0,EA Canada
Wii,Nintendo,2010,Namco Bandai Games,0.1,0.16,0.0,0.03,0.29,60.0,9.0,7.6,5.0,Namco Bandai Games
PC,Microsoft,2005,Electronic Arts,0.02,0.23,0.0,0.04,0.29,82.0,19.0,8.5,525.0,Black Box
PS3,Sony,2010,Square Enix,0.09,0.06,0.11,0.03,0.29,58.0,42.0,6.0,30.0,Double Helix Games
PSV,Sony,2011,Capcom,0.17,0.08,0.0,0.04,0.29,80.0,48.0,7.7,93.0,Capcom
Wii,Nintendo,2009,Rising Star Games,0.14,0.1,0.02,0.02,0.29,87.0,50.0,8.8,86.0,Cing
PS3,Sony,2009,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,64.0,27.0,7.3,15.0,Omega Force
X360,Microsoft,2010,Square Enix,0.13,0.1,0.04,0.02,0.29,67.0,60.0,8.3,126.0,Cavia Inc.
DS,Nintendo,2008,THQ,0.24,0.03,0.0,0.02,0.29,60.0,17.0,5.4,7.0,Altron
XB,Microsoft,2005,Midway Games,0.22,0.06,0.0,0.01,0.29,72.0,43.0,8.1,16.0,Midway Studios - Austin
PS4,Sony,2015,Activision,0.14,0.11,0.0,0.05,0.29,60.0,11.0,5.7,68.0,High Moon Studios
PS4,Sony,2016,Konami Digital Entertainment,0.0,0.22,0.04,0.04,0.29,72.0,7.0,6.6,8.0,Konami
PS3,Sony,2009,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.04,0.29,61.0,56.0,7.1,25.0,GRIN
PS2,Sony,2004,Capcom,0.14,0.11,0.0,0.04,0.29,68.0,23.0,8.5,63.0,"Valuewave Co.,Ltd."
X360,Microsoft,2009,Atari,0.16,0.1,0.0,0.03,0.29,82.0,67.0,8.2,73.0,Starbreeze
PS2,Sony,2005,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29,58.0,5.0,7.3,8.0,Eutechnyx
PSP,Sony,2008,Empire Interactive,0.13,0.1,0.0,0.06,0.29,74.0,28.0,8.2,21.0,Bugbear
GBA,Nintendo,2003,Atari,0.21,0.08,0.0,0.01,0.29,69.0,19.0,8.0,5.0,Mistic Software
Wii,Nintendo,2008,Rising Star Games,0.23,0.03,0.0,0.02,0.29,69.0,14.0,8.8,17.0,Marvelous Entertainment
PS2,Sony,2005,Codemasters,0.14,0.11,0.0,0.04,0.29,76.0,31.0,8.4,15.0,IR Gurus
Wii,Nintendo,2007,Ubisoft,0.24,0.02,0.0,0.02,0.29,70.0,30.0,7.7,21.0,Ubisoft Montreal
GC,Nintendo,2004,Electronic Arts,0.22,0.06,0.0,0.01,0.29,74.0,25.0,7.8,19.0,EA Games
DS,Nintendo,2005,Nintendo,0.15,0.01,0.12,0.01,0.29,70.0,51.0,8.1,42.0,Cing
PSP,Sony,2005,Activision,0.25,0.01,0.0,0.02,0.29,84.0,30.0,8.2,43.0,Vicarious Visions
PC,Microsoft,2014,Take-Two Interactive,0.11,0.15,0.0,0.02,0.29,75.0,55.0,6.2,703.0,2K Australia
XB,Microsoft,2007,Electronic Arts,0.22,0.06,0.0,0.01,0.29,76.0,6.0,6.0,4.0,EA Tiburon
Wii,Nintendo,2007,Nintendo,0.22,0.04,0.01,0.02,0.29,77.0,43.0,8.0,20.0,Atlus
PS3,Sony,2012,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,77.0,71.0,7.8,188.0,LightBox Interactive
XB,Microsoft,2003,Ubisoft,0.22,0.06,0.0,0.01,0.29,65.0,30.0,7.4,27.0,Akella
3DS,Nintendo,2012,Electronic Arts,0.06,0.2,0.0,0.03,0.29,68.0,4.0,3.7,16.0,Electronic Arts
PSP,Sony,2010,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,71.0,30.0,7.2,12.0,Project Aces
Wii,Nintendo,2009,Take-Two Interactive,0.26,0.01,0.0,0.02,0.29,68.0,5.0,8.5,6.0,Blue Castle Games
X360,Microsoft,2008,Codemasters,0.23,0.04,0.0,0.02,0.29,43.0,44.0,6.8,87.0,Spark Unlimited
3DS,Nintendo,2014,Sega,0.17,0.09,0.0,0.03,0.29,47.0,21.0,6.3,160.0,Sanzaru Games
PS2,Sony,2002,TDK Mediactive,0.14,0.11,0.0,0.04,0.29,30.0,4.0,5.1,17.0,Mass Media
Wii,Nintendo,2007,Konami Digital Entertainment,0.23,0.0,0.04,0.02,0.29,83.0,12.0,8.4,45.0,Konami
PS2,Sony,2005,Sega,0.07,0.05,0.15,0.02,0.29,81.0,15.0,7.3,26.0,RED Entertainment
PS2,Sony,2002,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79.0,14.0,8.1,31.0,Koei
PS3,Sony,2011,Ubisoft,0.12,0.12,0.0,0.05,0.29,45.0,42.0,5.5,74.0,Techland
PS3,Sony,2013,Activision,0.1,0.14,0.0,0.05,0.29,49.0,6.0,3.6,23.0,Exient Entertainment
XOne,Microsoft,2014,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.29,76.0,13.0,5.4,348.0,Kojima Productions
PC,Microsoft,2003,Electronic Arts,0.01,0.24,0.0,0.03,0.29,84.0,36.0,8.7,268.0,Maxis
Wii,Nintendo,2007,D3Publisher,0.26,0.0,0.0,0.02,0.29,71.0,17.0,6.2,5.0,Vicious Cycle
PS4,Sony,2015,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80.0,43.0,8.1,173.0,Nippon Ichi Software
Wii,Nintendo,2010,Capcom,0.06,0.01,0.2,0.01,0.29,65.0,18.0,8.8,13.0,Capcom
PS2,Sony,2003,Ubisoft,0.14,0.11,0.0,0.04,0.29,76.0,21.0,8.6,38.0,Ubisoft
PSP,Sony,2008,Tecmo Koei,0.06,0.0,0.22,0.01,0.29,56.0,14.0,7.5,4.0,Omega Force
DS,Nintendo,2004,Sega,0.17,0.0,0.1,0.02,0.29,75.0,55.0,8.1,18.0,Sonic Team
PS2,Sony,2004,Midway Games,0.14,0.11,0.0,0.04,0.29,84.0,46.0,8.9,27.0,Midway
Wii,Nintendo,2009,Capcom,0.15,0.07,0.05,0.02,0.29,61.0,30.0,6.5,35.0,TOSE
GC,Nintendo,2004,Vivendi Games,0.22,0.06,0.0,0.01,0.29,62.0,13.0,8.3,10.0,Eurocom Entertainment Software
X360,Microsoft,2007,Electronic Arts,0.26,0.0,0.0,0.02,0.29,59.0,29.0,5.2,30.0,EA Tiburon
PC,Microsoft,2011,Wargaming.net,0.0,0.23,0.0,0.05,0.29,80.0,38.0,3.7,1466.0,Wargaming.net
XB,Microsoft,2003,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.29,80.0,41.0,9.0,9.0,Indie Built
PS3,Sony,2010,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,72.0,49.0,7.9,35.0,Game Republic
WiiU,Nintendo,2013,Ubisoft,0.17,0.09,0.0,0.03,0.29,86.0,5.0,7.7,207.0,Ubisoft
GBA,Nintendo,2001,Interplay,0.2,0.08,0.0,0.01,0.29,72.0,10.0,5.7,6.0,Game Titan
GBA,Nintendo,2003,Nintendo,0.08,0.03,0.17,0.01,0.29,76.0,29.0,8.1,24.0,Namco
PS2,Sony,2003,Ubisoft,0.14,0.11,0.0,0.04,0.28,48.0,9.0,8.3,13.0,Ubisoft
GBA,Nintendo,2005,Atari,0.2,0.08,0.0,0.01,0.28,69.0,12.0,8.2,26.0,Webfoot Technologies
PC,Microsoft,2014,Electronic Arts,0.0,0.27,0.0,0.02,0.28,82.0,9.0,4.2,383.0,EA Sports
XB,Microsoft,2005,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28,85.0,55.0,8.2,21.0,Rockstar Toronto
PS2,Sony,2001,Midway Games,0.09,0.07,0.1,0.02,0.28,73.0,24.0,8.8,55.0,Sacnoth
Wii,Nintendo,2006,Atari,0.24,0.03,0.0,0.02,0.28,72.0,37.0,8.5,40.0,Spike
XB,Microsoft,2002,Activision,0.21,0.06,0.0,0.01,0.28,58.0,22.0,8.0,4.0,Black Ops Entertainment
PS2,Sony,2003,Namco Bandai Games,0.14,0.11,0.0,0.04,0.28,66.0,35.0,6.2,5.0,Namco
PS3,Sony,2007,Sega,0.14,0.1,0.0,0.05,0.28,40.0,17.0,4.8,16.0,Shiny Entertainment
GC,Nintendo,2003,Acclaim Entertainment,0.22,0.06,0.0,0.01,0.28,70.0,18.0,9.0,4.0,Climax Group
PS3,Sony,2013,Sega,0.08,0.0,0.19,0.02,0.28,73.0,10.0,8.4,108.0,Sega
XB,Microsoft,2005,Electronic Arts,0.21,0.06,0.0,0.01,0.28,58.0,34.0,7.5,20.0,"EA Canada, Nihilistic"
GBA,Nintendo,2006,Nintendo,0.0,0.0,0.28,0.01,0.28,92.0,25.0,8.4,190.0,TOSE
PSV,Sony,2012,Warner Bros. Interactive Entertainment,0.09,0.13,0.0,0.06,0.28,54.0,8.0,5.6,35.0,TT Games
PS2,Sony,2004,Capcom,0.14,0.11,0.0,0.04,0.28,90.0,34.0,8.5,35.0,Clover Studio
X360,Microsoft,2009,Rising Star Games,0.15,0.06,0.05,0.02,0.28,76.0,29.0,8.4,47.0,Cave
X360,Microsoft,2012,Microsoft Game Studios,0.18,0.08,0.0,0.02,0.28,61.0,70.0,4.8,80.0,Lionhead Studios
PS3,Sony,2007,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,58.0,23.0,7.9,28.0,Omega Force
X360,Microsoft,2009,Konami Digital Entertainment,0.13,0.12,0.0,0.03,0.28,59.0,39.0,7.4,50.0,Zombie Studios
X360,Microsoft,2006,Sega,0.24,0.0,0.01,0.02,0.28,71.0,60.0,7.0,72.0,From Software
PS2,Sony,2003,Electronic Arts,0.14,0.11,0.0,0.04,0.28,56.0,14.0,7.6,21.0,Warthog
XB,Microsoft,2003,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.28,68.0,41.0,8.5,27.0,Just Add Monsters
Wii,Nintendo,2007,Activision,0.25,0.01,0.0,0.02,0.28,57.0,28.0,6.7,7.0,Amaze Entertainment
PS2,Sony,2007,Empire Interactive,0.14,0.11,0.0,0.04,0.28,58.0,24.0,6.6,14.0,Sidhe Interactive
PSP,Sony,2006,Disney Interactive Studios,0.25,0.0,0.0,0.02,0.28,52.0,34.0,8.0,17.0,Griptonite Games
X360,Microsoft,2011,Codemasters,0.1,0.14,0.01,0.03,0.28,69.0,64.0,6.1,29.0,Codemasters
X360,Microsoft,2011,Activision,0.13,0.12,0.0,0.03,0.28,59.0,53.0,6.7,30.0,High Moon Studios
DS,Nintendo,2007,Ubisoft,0.26,0.0,0.0,0.02,0.28,56.0,5.0,7.0,4.0,Ubisoft Quebec
DS,Nintendo,2009,Ubisoft,0.15,0.11,0.0,0.03,0.28,69.0,20.0,7.3,22.0,Griptonite Games
PS2,Sony,2007,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28,70.0,24.0,7.8,12.0,Sony Bend
PS2,Sony,2003,Atari,0.14,0.11,0.0,0.04,0.28,64.0,30.0,7.8,10.0,Paradigm Entertainment
PSP,Sony,2007,Sony Computer Entertainment,0.26,0.0,0.0,0.02,0.28,82.0,12.0,7.2,10.0,SCEA San Diego Studios
PS2,Sony,2006,Atari,0.12,0.1,0.03,0.03,0.28,69.0,41.0,6.9,74.0,Reflections Interactive
DS,Nintendo,2006,Capcom,0.16,0.0,0.1,0.02,0.28,76.0,37.0,8.3,32.0,Inti Creates
PS2,Sony,2004,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,46.0,23.0,4.7,10.0,Paradox Development
Wii,Nintendo,2009,Activision,0.13,0.12,0.0,0.03,0.28,50.0,12.0,5.2,6.0,Neversoft Entertainment
PS,Sony,1998,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,84.0,10.0,8.6,18.0,Team Ninja
PS3,Sony,2010,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,60.0,44.0,5.9,27.0,Volatile Games
PS2,Sony,2006,505 Games,0.14,0.11,0.0,0.04,0.28,71.0,26.0,7.5,22.0,Media Vision
PS2,Sony,2002,Midway Games,0.14,0.11,0.0,0.04,0.28,76.0,22.0,8.9,15.0,Midway
PS3,Sony,2011,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,78.0,46.0,7.5,40.0,Ignition Entertainment
PS3,Sony,2010,Activision,0.18,0.06,0.0,0.04,0.28,56.0,5.0,6.7,6.0,Robomodo
XB,Microsoft,2004,Electronic Arts,0.21,0.06,0.0,0.01,0.28,80.0,18.0,7.8,4.0,EA Canada
PSP,Sony,2008,Spike,0.06,0.0,0.2,0.01,0.28,70.0,21.0,7.5,6.0,Bullets
XB,Microsoft,2001,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,84.0,23.0,8.3,39.0,KCET
WiiU,Nintendo,2014,Nintendo,0.17,0.0,0.08,0.02,0.28,71.0,34.0,7.1,133.0,Indies Zero
PS2,Sony,2001,THQ,0.14,0.11,0.0,0.04,0.28,57.0,11.0,5.8,4.0,THQ
PS2,Sony,2002,Midway Games,0.14,0.11,0.0,0.04,0.28,82.0,19.0,8.4,11.0,Midway
X360,Microsoft,2009,Capcom,0.12,0.12,0.01,0.03,0.28,70.0,65.0,7.3,87.0,GRIN
X360,Microsoft,2010,Electronic Arts,0.16,0.09,0.0,0.02,0.28,66.0,18.0,6.6,16.0,Electronic Arts
PS3,Sony,2009,Electronic Arts,0.12,0.11,0.0,0.05,0.28,66.0,13.0,7.1,7.0,EA Bright Light
PS3,Sony,2011,Sony Computer Entertainment,0.13,0.11,0.0,0.04,0.28,61.0,41.0,6.5,17.0,Zindagi Games
PS2,Sony,2001,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,65.0,23.0,4.9,11.0,Zoom
X360,Microsoft,2011,505 Games,0.03,0.21,0.0,0.04,0.28,55.0,14.0,3.9,13.0,HB Studios Multimedia
X360,Microsoft,2007,Sega,0.2,0.02,0.03,0.02,0.28,89.0,36.0,7.6,62.0,Sega AM2
PS2,Sony,2009,Activision,0.11,0.01,0.0,0.16,0.28,55.0,4.0,7.5,13.0,LucasArts
X360,Microsoft,2013,Activision,0.16,0.1,0.0,0.02,0.28,59.0,3.0,5.6,25.0,Exient Entertainment
GC,Nintendo,2001,Acclaim Entertainment,0.21,0.06,0.0,0.01,0.28,78.0,15.0,7.7,10.0,"Z-Axis, Ltd."
PS3,Sony,2014,Namco Bandai Games,0.09,0.1,0.06,0.04,0.28,71.0,28.0,7.3,46.0,Ganbarion
XB,Microsoft,2005,Activision,0.21,0.06,0.0,0.01,0.28,60.0,43.0,7.8,17.0,Exakt
PS2,Sony,2003,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,65.0,21.0,7.7,19.0,Acclaim Studios Cheltenham
Wii,Nintendo,2006,THQ,0.23,0.02,0.0,0.02,0.28,56.0,15.0,5.8,8.0,AWE Games
GBA,Nintendo,2003,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,91.0,29.0,9.1,127.0,KCET
PS2,Sony,2002,Ubisoft,0.14,0.11,0.0,0.04,0.28,57.0,9.0,7.0,4.0,Presto Studios
DS,Nintendo,2009,Atlus,0.13,0.0,0.14,0.01,0.28,80.0,26.0,8.7,69.0,Atlus
PS3,Sony,2013,Electronic Arts,0.11,0.11,0.01,0.05,0.28,58.0,27.0,6.7,100.0,Visceral Games
PSP,Sony,2011,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,74.0,41.0,7.2,35.0,SCE Japan Studio
Wii,Nintendo,2009,Activision,0.11,0.14,0.0,0.03,0.27,75.0,12.0,8.3,6.0,Activision
XB,Microsoft,2003,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,65.0,32.0,6.5,8.0,Studio Gigante
PS3,Sony,2009,Activision,0.14,0.09,0.0,0.04,0.27,59.0,33.0,4.7,9.0,Neversoft Entertainment
GC,Nintendo,2004,Atari,0.21,0.06,0.0,0.01,0.27,66.0,9.0,5.8,12.0,Pyramid
DS,Nintendo,2006,Activision,0.24,0.01,0.0,0.02,0.27,71.0,17.0,6.4,9.0,Vicarious Visions
PS3,Sony,2008,Sony Computer Entertainment,0.0,0.17,0.09,0.01,0.27,78.0,42.0,8.1,87.0,SCE Japan Studio
XB,Microsoft,2001,Midway Games,0.2,0.06,0.0,0.01,0.27,79.0,20.0,8.7,11.0,Black Box
X360,Microsoft,2013,Codemasters,0.08,0.16,0.0,0.03,0.27,78.0,51.0,5.8,156.0,Codemasters
PS,Sony,2000,THQ,0.15,0.1,0.0,0.02,0.27,51.0,8.0,6.0,7.0,Heavy Iron Studios
Wii,Nintendo,2011,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64.0,6.0,3.6,21.0,Firebrand Games
PS,Sony,2001,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,67.0,11.0,8.1,7.0,"Z-Axis, Ltd."
PC,Microsoft,2014,Bethesda Softworks,0.1,0.16,0.0,0.02,0.27,68.0,18.0,5.9,721.0,Tango Gameworks
X360,Microsoft,2008,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,38.0,28.0,5.1,17.0,"Zoe Mode, HB Studios Multimedia"
X360,Microsoft,2011,Capcom,0.17,0.08,0.0,0.02,0.27,72.0,48.0,7.5,60.0,Capcom Vancouver
Wii,Nintendo,2008,Destineer,0.25,0.0,0.0,0.02,0.27,41.0,7.0,5.4,18.0,Arcade Moon
PS2,Sony,2004,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,61.0,57.0,7.2,13.0,Eurocom Entertainment Software
PS2,Sony,2002,Codemasters,0.13,0.1,0.0,0.03,0.27,81.0,22.0,8.5,20.0,Codemasters
GC,Nintendo,2003,Nintendo,0.21,0.05,0.0,0.01,0.27,80.0,48.0,9.0,59.0,Monolith Soft
X360,Microsoft,2010,Sega,0.15,0.09,0.0,0.03,0.27,41.0,35.0,5.9,54.0,Sega Studios San Francisco
PS2,Sony,2004,Ubisoft,0.13,0.1,0.0,0.03,0.27,65.0,24.0,8.6,12.0,Venom Games
PSP,Sony,2007,Take-Two Interactive,0.23,0.01,0.0,0.02,0.27,81.0,36.0,7.8,21.0,"Rockstar Toronto, Rockstar Leeds"
XB,Microsoft,2004,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27,87.0,69.0,9.1,33.0,Digital Illusions
DS,Nintendo,2005,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71.0,41.0,7.1,7.0,Namco
X360,Microsoft,2012,Codemasters,0.07,0.17,0.0,0.02,0.27,64.0,33.0,5.7,22.0,Codemasters
WiiU,Nintendo,2012,Nintendo,0.13,0.12,0.0,0.02,0.27,60.0,21.0,5.4,18.0,FreeStyleGames
X360,Microsoft,2006,Electronic Arts,0.25,0.0,0.0,0.02,0.27,79.0,49.0,5.3,167.0,EA Sports
PC,Microsoft,2004,Atari,0.01,0.22,0.0,0.04,0.27,81.0,39.0,5.0,346.0,Frontier Developments
GC,Nintendo,2002,Electronic Arts,0.21,0.05,0.0,0.01,0.27,69.0,12.0,8.7,15.0,Krome Studios
GBA,Nintendo,2002,THQ,0.19,0.07,0.0,0.0,0.27,73.0,10.0,7.5,6.0,Natsume
PS2,Sony,2004,Square Enix,0.13,0.1,0.0,0.03,0.27,67.0,21.0,8.4,20.0,Racjin
XB,Microsoft,2005,Electronic Arts,0.2,0.06,0.0,0.01,0.27,79.0,25.0,5.9,7.0,EA Sports
PS2,Sony,2004,THQ,0.13,0.1,0.0,0.03,0.27,70.0,26.0,8.5,21.0,Terminal Reality
XOne,Microsoft,2015,Electronic Arts,0.16,0.09,0.0,0.02,0.27,60.0,26.0,4.3,77.0,EA Tiburon
X360,Microsoft,2008,Sega,0.15,0.1,0.0,0.02,0.27,76.0,63.0,6.8,43.0,Bizarre Creations
XB,Microsoft,2001,Electronic Arts,0.2,0.06,0.0,0.01,0.27,89.0,17.0,8.8,5.0,EA Sports
XOne,Microsoft,2014,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,20.0,6.8,36.0,TT Games
X360,Microsoft,2013,Square Enix,0.15,0.08,0.01,0.02,0.27,69.0,21.0,6.6,222.0,Square Enix
PS2,Sony,2005,Capcom,0.13,0.1,0.0,0.03,0.27,75.0,52.0,8.3,62.0,Capcom
PS3,Sony,2011,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16.0,3.7,15.0,Eutechnyx
PS2,Sony,2007,Electronic Arts,0.13,0.1,0.0,0.03,0.27,61.0,17.0,8.0,28.0,EA Games
Wii,Nintendo,2010,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.5,8.0,Next Level Games
PS2,Sony,2007,THQ,0.13,0.1,0.0,0.03,0.27,71.0,8.0,6.4,8.0,Paradigm Entertainment
Wii,Nintendo,2010,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27,62.0,12.0,5.8,4.0,Visual Concepts
XB,Microsoft,2005,Activision,0.2,0.06,0.0,0.01,0.27,62.0,46.0,6.6,8.0,7 Studios
PS2,Sony,2000,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77.0,16.0,6.0,5.0,Namco
3DS,Nintendo,2013,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,7.0,6.8,38.0,Armature Studio
PS3,Sony,2011,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77.0,56.0,8.1,124.0,Grasshopper Manufacture
PC,Microsoft,2010,Ubisoft,0.04,0.19,0.0,0.04,0.27,76.0,33.0,8.1,176.0,Eugen Systems
GC,Nintendo,2003,Electronic Arts,0.21,0.05,0.0,0.01,0.27,84.0,17.0,9.0,4.0,EA Sports
PS2,Sony,2002,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,56.0,16.0,7.0,4.0,Kuju Entertainment
GC,Nintendo,2006,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,15.0,7.3,8.0,Maxis
3DS,Nintendo,2014,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,16.0,7.6,32.0,Indies Zero
PC,Microsoft,2011,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78.0,46.0,7.7,359.0,Haemimont
X360,Microsoft,2007,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,79.0,23.0,8.4,21.0,Blue Castle Games
PS2,Sony,2003,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,13.0,8.9,21.0,Blue Tongue Entertainment
XB,Microsoft,2002,Electronic Arts,0.2,0.06,0.0,0.01,0.27,78.0,20.0,7.9,7.0,Electronic Arts
PS2,Sony,2005,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52.0,14.0,8.3,21.0,Eighting
X360,Microsoft,2010,Ubisoft,0.12,0.11,0.0,0.02,0.27,78.0,45.0,7.0,38.0,Eugen Systems
PS2,Sony,2004,Atari,0.13,0.1,0.0,0.03,0.27,66.0,20.0,8.3,6.0,High Voltage Software
X360,Microsoft,2011,Ubisoft,0.14,0.1,0.0,0.03,0.27,41.0,8.0,7.4,7.0,Ubisoft Vancouver
PS3,Sony,2006,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.27,63.0,24.0,6.3,10.0,SCEA
X360,Microsoft,2011,Ubisoft,0.14,0.1,0.0,0.03,0.27,47.0,62.0,5.7,109.0,Techland
DS,Nintendo,2008,Ubisoft,0.24,0.0,0.0,0.02,0.27,59.0,4.0,6.7,6.0,"Ubisoft, Sensory Sweep"
DS,Nintendo,2005,Electronic Arts,0.24,0.01,0.0,0.02,0.27,45.0,4.0,6.1,22.0,EA Canada
X360,Microsoft,2009,SouthPeak Games,0.15,0.09,0.0,0.02,0.27,69.0,49.0,7.3,59.0,TimeGate Studios
XB,Microsoft,2003,Sega,0.2,0.06,0.0,0.01,0.27,87.0,18.0,8.2,25.0,Visual Concepts
PS2,Sony,2002,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,46.0,14.0,8.4,11.0,Pacific Century Cyber Works
PS3,Sony,2012,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.4,31.0,Heavy Iron Studios
X360,Microsoft,2007,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75.0,22.0,6.8,52.0,Visual Concepts
DS,Nintendo,2007,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,9.0,7.0,6.0,"LDW, Big Fish Games"
X360,Microsoft,2010,PopCap Games,0.24,0.0,0.0,0.02,0.26,89.0,27.0,8.2,160.0,PopCap
PS4,Sony,2016,Warner Bros. Interactive Entertainment,0.07,0.16,0.0,0.04,0.26,73.0,28.0,8.5,79.0,"Rocksteady Studios, Virtuos"
PS2,Sony,2001,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,53.0,16.0,7.3,11.0,Human Head Studios
X360,Microsoft,2008,Sega,0.22,0.02,0.0,0.02,0.26,55.0,42.0,6.4,24.0,Edge of Reality
XB,Microsoft,2002,Sega,0.16,0.05,0.04,0.01,0.26,90.0,41.0,8.5,64.0,Smilebit
DS,Nintendo,2010,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,Indies Zero
DS,Nintendo,2008,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76.0,24.0,7.4,37.0,Konami
X360,Microsoft,2006,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,48.0,6.2,49.0,EA Tiburon
DS,Nintendo,2009,Atlus,0.13,0.0,0.12,0.01,0.26,84.0,28.0,8.8,79.0,Atlus
PS4,Sony,2015,Sony Computer Entertainment,0.09,0.13,0.0,0.04,0.26,81.0,70.0,8.1,188.0,Media Molecule
PS2,Sony,2006,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,11.0,7.5,10.0,Blue Shift
DS,Nintendo,2008,Atlus,0.09,0.0,0.16,0.01,0.26,82.0,17.0,8.9,24.0,Atlus
PS3,Sony,2008,Sega,0.22,0.02,0.0,0.02,0.26,55.0,26.0,6.8,20.0,Edge of Reality
X360,Microsoft,2010,Rising Star Games,0.18,0.06,0.0,0.02,0.26,68.0,39.0,8.2,332.0,Access Games
PS2,Sony,2004,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50.0,7.0,6.6,8.0,Razorworks Studios
PS3,Sony,2011,Ubisoft,0.06,0.15,0.0,0.05,0.26,59.0,27.0,5.7,13.0,Ubisoft Montpellier
PSP,Sony,2010,Namco Bandai Games,0.11,0.03,0.09,0.03,0.26,63.0,22.0,8.6,20.0,Spike
