Platform,Manufactur,Year,Publisher,NA,EU,JP,Other,Global,Developer
PS2,Sony,2004,Electronic Arts,0.26,0.2,0.0,0.07,0.53,Krome Studios
XB,Microsoft,2002,Universal Interactive,0.31,0.19,0.0,0.03,0.53,WXP
PS2,Sony,2005,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,SCEA Sports Studio
DS,Nintendo,2008,Nintendo,0.0,0.13,0.38,0.02,0.53,Other
Wii,Nintendo,2006,Nintendo,0.39,0.03,0.08,0.04,0.53,Monster Games Inc.
DS,Nintendo,2006,Capcom,0.21,0.04,0.26,0.03,0.53,Other
N64,Nintendo,2000,Activision,0.43,0.09,0.0,0.01,0.53,Other
DS,Nintendo,2008,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.53,Konami
DS,Nintendo,2008,Empire Interactive,0.42,0.07,0.0,0.04,0.53,Human Soft
GC,Nintendo,2004,Activision,0.41,0.11,0.0,0.01,0.53,Raven Software
3DS,Nintendo,2016,Nintendo,0.05,0.21,0.25,0.02,0.53,Other
DS,Nintendo,2009,Disney Interactive Studios,0.26,0.21,0.0,0.05,0.53,Keen Games
PS,Sony,1997,SquareSoft,0.0,0.0,0.49,0.03,0.53,Other
PC,Microsoft,2015,Activision,0.19,0.29,0.0,0.04,0.53,Blizzard Entertainment
DS,Nintendo,2009,Rondomedia,0.21,0.27,0.0,0.05,0.53,Storm City Games
PSP,Sony,2010,Sony Computer Entertainment,0.11,0.26,0.02,0.14,0.53,SCEA San Diego Studios
X360,Microsoft,2015,Warner Bros. Interactive Entertainment,0.26,0.23,0.0,0.04,0.53,Other
DS,Nintendo,2009,THQ,0.35,0.13,0.0,0.05,0.53,Yuke's
DS,Nintendo,2007,Mindscape,0.48,0.0,0.0,0.04,0.53,ValuSoft
PS2,Sony,2001,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53,Rockstar Toronto
PSP,Sony,2007,Ubisoft,0.35,0.09,0.0,0.08,0.53,"High Voltage Software, Ubisoft Paris"
Wii,Nintendo,2008,THQ,0.49,0.0,0.0,0.04,0.53,Incinerator Games
PS3,Sony,2009,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,0.53,GRIN
DS,Nintendo,2010,Activision,0.31,0.17,0.0,0.05,0.53,Griptonite Games
GC,Nintendo,2002,Electronic Arts,0.41,0.11,0.0,0.01,0.53,Stormfront Studios
PC,Microsoft,2011,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,Rocksteady Studios
PS2,Sony,2005,THQ,0.26,0.2,0.0,0.07,0.53,Juice Games
PS2,Sony,2005,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53,Rockstar Toronto
SNES,Nintendo,1994,Namco Bandai Games,0.0,0.0,0.53,0.0,0.53,Other
DS,Nintendo,2006,Nintendo,0.38,0.01,0.1,0.04,0.53,Q-Games
X360,Microsoft,2014,Electronic Arts,0.36,0.12,0.0,0.05,0.53,BioWare
N64,Nintendo,1996,Nintendo,0.49,0.03,0.0,0.0,0.53,Other
N64,Nintendo,1999,Electronic Arts,0.49,0.03,0.0,0.0,0.53,Other
PS,Sony,2000,Aruze Corp,0.0,0.0,0.49,0.03,0.53,Other
PS3,Sony,2011,Electronic Arts,0.23,0.2,0.01,0.08,0.53,"Epic Games, People Can Fly"
PS2,Sony,2003,Activision,0.26,0.2,0.0,0.07,0.53,Raster
GBA,Nintendo,2005,Nintendo,0.24,0.09,0.19,0.01,0.52,Camelot Software Planning
DC,Sega,1999,Sega,0.0,0.0,0.52,0.0,0.52,Vivarium
PS,Sony,1999,Konami Digital Entertainment,0.29,0.2,0.0,0.03,0.52,VU Games
PS3,Sony,2013,Namco Bandai Games,0.21,0.12,0.13,0.07,0.52,Namco Bandai Games
PS3,Sony,2011,Ubisoft,0.25,0.19,0.0,0.08,0.52,Ubisoft Montreal
PS2,Sony,2006,Namco Bandai Games,0.0,0.0,0.52,0.0,0.52,Other
PS3,Sony,2007,THQ,0.17,0.26,0.0,0.1,0.52,Paradigm Entertainment
DS,Nintendo,2010,Electronic Arts,0.49,0.0,0.0,0.03,0.52,Other
X360,Microsoft,2009,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.52,Monolith Productions
DS,Nintendo,2006,Sega,0.17,0.0,0.33,0.02,0.52,ChunSoft
Wii,Nintendo,2006,Ubisoft,0.46,0.01,0.02,0.04,0.52,MTO
X360,Microsoft,2010,Electronic Arts,0.28,0.19,0.0,0.05,0.52,EA Sports
PS2,Sony,2007,Sega,0.13,0.0,0.0,0.39,0.52,Shiny Entertainment
PS,Sony,2001,Square,0.29,0.2,0.0,0.03,0.52,TOSE
PSP,Sony,2009,Codemasters,0.08,0.29,0.0,0.16,0.52,Sumo Digital
PS,Sony,2001,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52,Sony Bend
PS2,Sony,2002,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52,KCEJ
Wii,Nintendo,2008,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,Bandai Namco Games
X360,Microsoft,2007,Electronic Arts,0.47,0.0,0.0,0.04,0.52,EA Canada
DS,Nintendo,2008,Warner Bros. Interactive Entertainment,0.47,0.01,0.0,0.04,0.52,TT Fusion
PS2,Sony,2005,Electronic Arts,0.26,0.2,0.0,0.07,0.52,Namco
X360,Microsoft,2011,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,Double Fine Productions
XB,Microsoft,2002,Electronic Arts,0.39,0.11,0.0,0.02,0.52,EA Sports
Wii,Nintendo,2008,505 Games,0.47,0.0,0.0,0.04,0.52,"Machatin, Inc."
PS3,Sony,2006,Electronic Arts,0.47,0.0,0.01,0.04,0.52,EA Tiburon
PS,Sony,2000,Midway Games,0.29,0.2,0.0,0.03,0.52,Point of View
WiiU,Nintendo,2015,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,0.52,TT Games
NES,Nintendo,1993,Capcom,0.28,0.07,0.16,0.01,0.52,Other
PS3,Sony,2008,Electronic Arts,0.46,0.0,0.02,0.04,0.52,EA Canada
PSP,Sony,2011,Electronic Arts,0.12,0.25,0.02,0.13,0.52,Other
PS,Sony,1999,Infogrames,0.29,0.2,0.0,0.03,0.52,Other
PS4,Sony,2015,Electronic Arts,0.18,0.25,0.0,0.08,0.52,EA Tiburon
PS3,Sony,2010,Sony Computer Entertainment,0.09,0.31,0.0,0.11,0.52,SCEE London Studio
PS,Sony,1998,Capcom,0.12,0.08,0.28,0.03,0.52,Other
PS4,Sony,2014,Square Enix,0.18,0.24,0.02,0.08,0.52,"City Interactive, Deck 13"
PS2,Sony,2000,Electronic Arts,0.17,0.13,0.18,0.04,0.52,T&E Soft
PS2,Sony,2003,Sega,0.0,0.0,0.52,0.0,0.52,Other
PS2,Sony,2006,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,Crystal Dynamics
PS2,Sony,2003,Electronic Arts,0.25,0.2,0.0,0.07,0.52,Io Interactive
PSP,Sony,2007,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,"Climax Group, Climax Studios"
XB,Microsoft,2005,Activision,0.38,0.12,0.0,0.02,0.52,Neversoft Entertainment
GBA,Nintendo,2005,Disney Interactive Studios,0.37,0.14,0.0,0.01,0.52,Artificial Mind and Movement
PSP,Sony,2006,Electronic Arts,0.46,0.01,0.0,0.04,0.52,EA Chicago
PS2,Sony,2005,THQ,0.25,0.2,0.0,0.07,0.52,Volition Inc.
WiiU,Nintendo,2015,Nintendo,0.22,0.13,0.12,0.04,0.52,HAL Labs
PS,Sony,1999,SquareSoft,0.1,0.07,0.31,0.03,0.52,Other
DS,Nintendo,2006,Nintendo,0.0,0.0,0.52,0.0,0.52,Other
PS2,Sony,2005,Electronic Arts,0.25,0.2,0.0,0.07,0.52,EA Canada
DS,Nintendo,2013,Disney Interactive Studios,0.21,0.26,0.0,0.04,0.52,Other
PS3,Sony,2008,Square Enix,0.33,0.03,0.11,0.04,0.52,Nippon Ichi Software
GBA,Nintendo,2002,Activision,0.37,0.14,0.0,0.01,0.52,Vicarious Visions
PS3,Sony,2008,Gamebridge,0.18,0.08,0.22,0.04,0.52,Acquire
PC,Microsoft,2006,Electronic Arts,0.46,0.05,0.0,0.0,0.52,Maxis
DS,Nintendo,2008,Rising Star Games,0.32,0.03,0.15,0.03,0.52,Neverland
GBA,Nintendo,2004,Electronic Arts,0.37,0.14,0.0,0.01,0.52,Griptonite Games
PS,Sony,1999,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52,Other
XB,Microsoft,2002,Sega,0.38,0.11,0.0,0.02,0.52,Other
PS3,Sony,2011,Disney Interactive Studios,0.22,0.21,0.0,0.09,0.52,Other
Wii,Nintendo,2008,Take-Two Interactive,0.47,0.0,0.0,0.04,0.52,Other
DS,Nintendo,2009,Electronic Arts,0.26,0.2,0.0,0.05,0.52,Electronic Arts
PS,Sony,2001,Electronic Arts,0.29,0.19,0.0,0.03,0.52,EA Canada
PS2,Sony,2002,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52,Other
PSV,Sony,2013,Warner Bros. Interactive Entertainment,0.11,0.29,0.0,0.11,0.51,Other
PS2,Sony,2002,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,Acquire
PSP,Sony,2010,Square Enix,0.13,0.07,0.27,0.05,0.51,HexaDrive
WiiU,Nintendo,2012,Sega,0.19,0.26,0.02,0.04,0.51,Other
PS3,Sony,2008,Activision,0.21,0.21,0.0,0.09,0.51,"Luxoflux, Inc."
DS,Nintendo,2009,Ubisoft,0.09,0.36,0.0,0.06,0.51,Ubisoft
X360,Microsoft,2012,Disney Interactive Studios,0.32,0.15,0.0,0.04,0.51,Blitz Games Studios
PS2,Sony,2001,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51,Mass Media
DS,Nintendo,2008,Disney Interactive Studios,0.36,0.11,0.0,0.04,0.51,"Jupiter Corporation, Jupiter Multimedia"
PS,Sony,1996,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51,Other
PS2,Sony,2002,Midas Interactive Entertainment,0.25,0.2,0.0,0.07,0.51,Blade Interactive
PS3,Sony,2007,Sony Computer Entertainment,0.36,0.03,0.08,0.04,0.51,"Factor 5, SCE/WWS"
GC,Nintendo,2003,Electronic Arts,0.4,0.1,0.0,0.01,0.51,EA Tiburon
PS2,Sony,2003,Konami Digital Entertainment,0.0,0.0,0.51,0.0,0.51,Other
PS2,Sony,2000,THQ,0.25,0.2,0.0,0.07,0.51,Volition Inc.
PSV,Sony,2013,Sony Computer Entertainment,0.15,0.08,0.22,0.06,0.51,"SCE Japan Studio, comcept"
PS,Sony,1997,Interplay,0.28,0.19,0.0,0.03,0.51,Other
PS3,Sony,2011,Sony Online Entertainment,0.35,0.11,0.0,0.06,0.51,WBIE
DS,Nintendo,2008,Nintendo,0.0,0.0,0.51,0.0,0.51,Other
PSP,Sony,2006,Electronic Arts,0.47,0.0,0.0,0.04,0.51,EA Sports
X360,Microsoft,2009,505 Games,0.23,0.23,0.0,0.05,0.51,Gaijin Entertainment
DS,Nintendo,2009,Ubisoft,0.35,0.12,0.0,0.04,0.51,Ubisoft
PS3,Sony,2013,Activision,0.28,0.15,0.0,0.08,0.51,Terminal Reality
X360,Microsoft,2010,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51,Visual Concepts
Wii,Nintendo,2010,Disney Interactive Studios,0.25,0.21,0.0,0.05,0.51,Etranges Libellules
PS3,Sony,2007,THQ,0.09,0.32,0.0,0.1,0.51,Heavy Iron Studios
GBA,Nintendo,2005,THQ,0.37,0.14,0.0,0.01,0.51,Other
NES,Nintendo,1985,Nintendo,0.0,0.0,0.51,0.0,0.51,Other
N64,Nintendo,1999,THQ,0.41,0.09,0.0,0.01,0.51,Other
N64,Nintendo,1999,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51,Other
XB,Microsoft,2003,Electronic Arts,0.44,0.04,0.0,0.02,0.51,EA Sports
DS,Nintendo,2008,Sega,0.35,0.12,0.0,0.05,0.51,Artificial Mind and Movement
XOne,Microsoft,2014,Sega,0.22,0.24,0.0,0.04,0.51,Creative Assembly
PS,Sony,1996,Banpresto,0.0,0.0,0.48,0.03,0.51,Other
Wii,Nintendo,2009,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,Konami
GBA,Nintendo,2002,THQ,0.37,0.14,0.0,0.01,0.51,Digital Eclipse
Wii,Nintendo,2009,Nintendo,0.44,0.03,0.0,0.04,0.51,8ing/Raizing
PS2,Sony,2006,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51,Namco
PC,Microsoft,2009,Electronic Arts,0.0,0.46,0.0,0.05,0.51,BioWare
PSP,Sony,2004,Tecmo Koei,0.18,0.0,0.3,0.02,0.51,Koei
PS2,Sony,2006,Electronic Arts,0.42,0.02,0.0,0.07,0.51,EA Sports
PSP,Sony,2009,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51,Bandai Namco Games
PC,Microsoft,2012,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51,Other
X360,Microsoft,2009,Namco Bandai Games,0.36,0.08,0.02,0.04,0.51,Spike
X360,Microsoft,2013,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,CyberConnect2
DS,Nintendo,2007,Ubisoft,0.47,0.0,0.0,0.04,0.51,Other
XB,Microsoft,2004,Crave Entertainment,0.37,0.11,0.0,0.02,0.51,Coresoft
PS2,Sony,2007,Take-Two Interactive,0.25,0.19,0.0,0.06,0.51,Blue Castle Games
PS3,Sony,2015,Take-Two Interactive,0.22,0.21,0.0,0.08,0.51,Yuke's
WS,Other,2000,SquareSoft,0.0,0.0,0.51,0.0,0.51,Other
GBA,Nintendo,2004,Atari,0.36,0.13,0.0,0.01,0.51,Arc System Works
XB,Microsoft,2004,Midway Games,0.37,0.11,0.0,0.02,0.51,Midway
PS2,Sony,2004,Konami Digital Entertainment,0.25,0.19,0.0,0.06,0.51,KCET
2600,Other,1988,Activision,0.47,0.03,0.0,0.01,0.51,Other
PS2,Sony,2005,Capcom,0.22,0.17,0.05,0.06,0.51,Digital Eclipse
Wii,Nintendo,2007,Ubisoft,0.46,0.01,0.0,0.04,0.51,Ubisoft
PS2,Sony,2002,Infogrames,0.25,0.19,0.0,0.06,0.51,Other
X360,Microsoft,2012,Electronic Arts,0.29,0.18,0.0,0.04,0.51,Electronic Arts
PS,Sony,1997,Sony Computer Entertainment,0.28,0.19,0.0,0.03,0.51,Other
X360,Microsoft,2009,Electronic Arts,0.26,0.2,0.0,0.05,0.51,Pandemic Studios
GBA,Nintendo,2004,THQ,0.36,0.13,0.0,0.01,0.5,Tantalus Interactive
PS2,Sony,2006,Sega,0.42,0.02,0.0,0.07,0.5,Sonic Team
PS2,Sony,2003,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5,Warthog
DS,Nintendo,2009,Activision,0.33,0.13,0.0,0.05,0.5,Griptonite Games
2600,Other,1983,Atari,0.47,0.03,0.0,0.01,0.5,Other
X360,Microsoft,2008,Electronic Arts,0.45,0.01,0.0,0.04,0.5,EA Canada
Wii,Nintendo,2008,Take-Two Interactive,0.17,0.28,0.0,0.06,0.5,Rockstar Toronto
X360,Microsoft,2006,THQ,0.44,0.03,0.0,0.04,0.5,Yuke's
XB,Microsoft,2003,Take-Two Interactive,0.42,0.06,0.0,0.02,0.5,Rockstar San Diego
PS3,Sony,2011,Capcom,0.0,0.0,0.5,0.0,0.5,Other
PS3,Sony,2006,Electronic Arts,0.31,0.12,0.0,0.07,0.5,EA Redwood Shores
Wii,Nintendo,2007,THQ,0.43,0.03,0.0,0.04,0.5,Asobo Studio
GC,Nintendo,2006,THQ,0.39,0.1,0.0,0.01,0.5,AWE Games
PS,Sony,2001,THQ,0.28,0.19,0.0,0.03,0.5,Other
PS2,Sony,2001,Universal Interactive,0.25,0.19,0.0,0.06,0.5,Blitz Games
Wii,Nintendo,2010,Disney Interactive Studios,0.45,0.02,0.0,0.03,0.5,Disney Interactive Studios
DS,Nintendo,2007,THQ,0.46,0.01,0.0,0.04,0.5,Other
PS2,Sony,2006,Eidos Interactive,0.25,0.19,0.0,0.06,0.5,Io Interactive
PS2,Sony,2008,Disney Interactive Studios,0.25,0.19,0.0,0.06,0.5,Zoe Mode
2600,Other,1982,Activision,0.47,0.03,0.0,0.01,0.5,Other
PS3,Sony,2008,Ubisoft,0.19,0.22,0.0,0.09,0.5,Ubisoft Montreal
PS2,Sony,2008,Vivendi Games,0.25,0.19,0.0,0.06,0.5,Radical Entertainment
PS2,Sony,2002,Activision,0.25,0.19,0.0,0.06,0.5,Contraband Entertainment
DS,Nintendo,2007,Nintendo,0.17,0.02,0.3,0.02,0.5,Jupiter Corporation
X360,Microsoft,2011,Konami Digital Entertainment,0.1,0.34,0.0,0.07,0.5,Konami
PSP,Sony,2007,Square Enix,0.36,0.02,0.07,0.04,0.5,TOSE
PSP,Sony,2007,Atari,0.08,0.27,0.0,0.15,0.5,Melbourne House
PSP,Sony,2009,Electronic Arts,0.18,0.2,0.0,0.12,0.5,EA Bright Light
PSV,Sony,2012,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5,Zipper Interactive
PS3,Sony,2010,Ubisoft,0.18,0.22,0.02,0.08,0.5,Eugen Systems
3DS,Nintendo,2012,Square Enix,0.22,0.07,0.18,0.02,0.5,Indies Zero
PS3,Sony,2010,Ubisoft,0.17,0.24,0.0,0.09,0.5,Other
X360,Microsoft,2011,Activision,0.25,0.2,0.0,0.05,0.5,Eurocom Entertainment Software
N64,Nintendo,2000,THQ,0.4,0.09,0.0,0.01,0.5,Other
DS,Nintendo,2009,GSP,0.12,0.32,0.0,0.06,0.5,Other
PS2,Sony,2002,Activision,0.24,0.19,0.0,0.06,0.5,LucasArts
GBA,Nintendo,2001,Nintendo,0.13,0.05,0.31,0.01,0.5,Quest
PS3,Sony,2010,Activision,0.24,0.18,0.0,0.08,0.5,Other
PS2,Sony,2004,Banpresto,0.0,0.0,0.5,0.0,0.5,Other
Wii,Nintendo,2008,Sega,0.45,0.01,0.0,0.04,0.5,Cavia Inc.
PS,Sony,1995,Jaleco,0.28,0.19,0.0,0.03,0.5,Other
XB,Microsoft,2004,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,Team Ninja
PS,Sony,1997,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5,Kuusou Kagaku
X360,Microsoft,2012,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5,Visual Concepts
DS,Nintendo,2010,Nintendo,0.1,0.34,0.01,0.05,0.5,HandMade Game
X360,Microsoft,2007,Konami Digital Entertainment,0.46,0.0,0.0,0.04,0.5,Konami
X360,Microsoft,2006,Electronic Arts,0.42,0.04,0.0,0.04,0.5,Criterion Games
PS2,Sony,2002,LucasArts,0.24,0.19,0.0,0.06,0.5,Other
PS2,Sony,2004,THQ,0.24,0.19,0.0,0.06,0.5,THQ
Wii,Nintendo,2012,Electronic Arts,0.47,0.0,0.0,0.03,0.5,EA Tiburon
PS2,Sony,2010,Electronic Arts,0.41,0.02,0.0,0.07,0.5,EA Tiburon
PS2,Sony,2004,Capcom,0.11,0.08,0.28,0.03,0.5,Capcom
X360,Microsoft,2007,Electronic Arts,0.45,0.01,0.0,0.04,0.5,EA Canada
GC,Nintendo,2004,Activision,0.38,0.1,0.0,0.01,0.5,Neversoft Entertainment
PS2,Sony,2003,THQ,0.24,0.19,0.0,0.06,0.5,Rainbow Studios
SNES,Nintendo,1996,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,Other
PS2,Sony,2005,Activision,0.24,0.19,0.0,0.06,0.5,Shaba Games
GBA,Nintendo,2001,Ubisoft,0.36,0.13,0.0,0.01,0.5,Digital Eclipse
PS2,Sony,2008,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,Other
PS,Sony,1996,Sony Computer Entertainment,0.0,0.0,0.46,0.03,0.5,Other
PS2,Sony,2007,Eidos Interactive,0.41,0.02,0.0,0.07,0.5,Crystal Dynamics
PS2,Sony,2005,Activision,0.41,0.01,0.0,0.07,0.5,7 Studios
PS2,Sony,2002,Infogrames,0.24,0.19,0.0,0.06,0.5,Melbourne House
2600,Other,1982,Atari,0.46,0.03,0.0,0.01,0.5,Other
PS2,Sony,2007,THQ,0.24,0.19,0.0,0.06,0.5,Blue Tongue
2600,Other,1981,Atari,0.46,0.03,0.0,0.01,0.5,Other
2600,Other,1982,Answer Software,0.46,0.03,0.0,0.01,0.5,Other
X360,Microsoft,2011,Electronic Arts,0.27,0.14,0.04,0.04,0.5,Spicy Horse
Wii,Nintendo,2006,Electronic Arts,0.46,0.0,0.0,0.04,0.49,EA Canada
DS,Nintendo,2004,Activision,0.41,0.02,0.03,0.04,0.49,Vicarious Visions
3DS,Nintendo,2011,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,Namco Bandai Games
DS,Nintendo,2009,Nintendo,0.28,0.03,0.16,0.02,0.49,HAL Labs
PS3,Sony,2008,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,Omega Force
Wii,Nintendo,2007,THQ,0.46,0.0,0.0,0.04,0.49,Incinerator Games
GBA,Nintendo,2004,Activision,0.35,0.13,0.0,0.01,0.49,Vicarious Visions
3DS,Nintendo,2011,Sega,0.26,0.15,0.05,0.04,0.49,Sega
PC,Microsoft,2008,Rondomedia,0.0,0.42,0.0,0.07,0.49,SCS Software
Wii,Nintendo,2006,THQ,0.44,0.02,0.0,0.04,0.49,Blitz Games
PS3,Sony,2015,Square Enix,0.0,0.0,0.49,0.0,0.49,Other
X360,Microsoft,2012,Codemasters,0.1,0.34,0.0,0.05,0.49,Codemasters
Wii,Nintendo,2010,Take-Two Interactive,0.46,0.01,0.0,0.03,0.49,Visual Concepts
2600,Other,1980,Activision,0.46,0.03,0.0,0.01,0.49,Other
X360,Microsoft,2006,Activision,0.44,0.02,0.0,0.04,0.49,Neversoft Entertainment
Wii,Nintendo,2010,505 Games,0.33,0.12,0.0,0.04,0.49,Cooking Mama Limited
PS3,Sony,2011,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,Racjin
PS2,Sony,2005,Atari,0.41,0.01,0.0,0.07,0.49,Shiny Entertainment
DS,Nintendo,2005,Atari,0.13,0.02,0.32,0.02,0.49,Arc System Works
3DS,Nintendo,2013,Sega,0.24,0.14,0.07,0.03,0.49,Dimps Corporation
GC,Nintendo,2002,THQ,0.38,0.1,0.0,0.01,0.49,Yuke's
Wii,Nintendo,2007,Electronic Arts,0.43,0.03,0.0,0.04,0.49,EA Montreal
DS,Nintendo,2008,Ubisoft,0.46,0.0,0.0,0.04,0.49,Ludia Inc.
GBA,Nintendo,2003,THQ,0.35,0.13,0.0,0.01,0.49,Natsume
XB,Microsoft,2004,Electronic Arts,0.34,0.13,0.0,0.02,0.49,EA LA
Wii,Nintendo,2007,Nintendo,0.27,0.03,0.17,0.03,0.49,Intelligent Systems
GC,Nintendo,2003,Electronic Arts,0.35,0.13,0.0,0.01,0.49,Edge of Reality
PS4,Sony,2016,Electronic Arts,0.2,0.21,0.0,0.08,0.49,PopCap
PS2,Sony,2005,Square Enix,0.12,0.1,0.24,0.03,0.49,Game Arts
X360,Microsoft,2011,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,Project Aces
PS2,Sony,2006,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49,Other
SNES,Nintendo,1993,Nintendo,0.0,0.0,0.49,0.0,0.49,Other
XB,Microsoft,2006,Vivendi Games,0.37,0.11,0.0,0.02,0.49,Radical Entertainment
3DS,Nintendo,2011,Capcom,0.16,0.16,0.13,0.03,0.49,Capcom
N64,Nintendo,1997,Electronic Arts,0.16,0.3,0.0,0.03,0.49,Other
Wii,Nintendo,2009,Activision,0.29,0.15,0.0,0.05,0.49,Activision
DS,Nintendo,2009,LucasArts,0.42,0.03,0.0,0.04,0.49,n-Space
3DS,Nintendo,2012,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49,Other
X360,Microsoft,2010,Square Enix,0.2,0.22,0.01,0.05,0.49,Other
SAT,Sega,1997,Sega,0.0,0.0,0.49,0.0,0.49,Other
DS,Nintendo,2006,THQ,0.45,0.0,0.0,0.04,0.49,WayForward
PS2,Sony,2004,Atari,0.24,0.19,0.0,0.06,0.49,Humongous Entertainment
PS2,Sony,2009,Sony Computer Entertainment,0.0,0.15,0.0,0.33,0.49,Other
X360,Microsoft,2014,Warner Bros. Interactive Entertainment,0.28,0.16,0.0,0.04,0.49,Behaviour Interactive
PS2,Sony,2003,Universal Interactive,0.24,0.19,0.0,0.06,0.49,Blitz Games
3DS,Nintendo,2014,Nintendo,0.18,0.12,0.16,0.03,0.49,Headstrong Games
PS2,Sony,2003,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49,Other
PS,Sony,2001,Atari,0.0,0.0,0.46,0.03,0.49,Other
PS3,Sony,2012,Sega,0.08,0.3,0.01,0.09,0.49,Other
PC,Microsoft,2010,Electronic Arts,0.2,0.23,0.0,0.06,0.49,"Dice, Danger Close"
3DS,Nintendo,2011,Ubisoft,0.27,0.16,0.02,0.04,0.49,Gameloft
PS2,Sony,2009,Activision,0.25,0.01,0.0,0.22,0.49,Other
GC,Nintendo,2001,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49,Acclaim
X360,Microsoft,2008,Atari,0.24,0.18,0.03,0.05,0.49,"Dimps Corporation, Namco Bandai Games"
PS2,Sony,2003,Midway Games,0.24,0.19,0.0,0.06,0.49,Angel Studios
XB,Microsoft,2002,Namco Bandai Games,0.36,0.11,0.0,0.02,0.49,Namco
PS,Sony,1999,Fox Interactive,0.27,0.18,0.0,0.03,0.49,Other
PS2,Sony,2001,Hudson Soft,0.0,0.0,0.49,0.0,0.49,Other
PC,Microsoft,2008,City Interactive,0.0,0.45,0.0,0.03,0.49,City Interactive
PS2,Sony,2005,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,Namco
SNES,Nintendo,1995,THQ,0.0,0.0,0.49,0.0,0.49,Other
DS,Nintendo,2008,Electronic Arts,0.12,0.31,0.0,0.06,0.49,EA Canada
3DS,Nintendo,2011,Nintendo,0.31,0.09,0.05,0.03,0.49,Nintendo
3DS,Nintendo,2015,Nintendo,0.17,0.1,0.18,0.03,0.49,Silicon Studio
X360,Microsoft,2008,Atari,0.14,0.3,0.0,0.05,0.48,Eden Studios
PSP,Sony,2008,Sega,0.0,0.47,0.0,0.02,0.48,Other
3DS,Nintendo,2015,Nintendo,0.06,0.07,0.34,0.01,0.48,Other
PS2,Sony,2007,Activision,0.4,0.02,0.0,0.07,0.48,Amaze Entertainment
GBA,Nintendo,2005,Activision,0.35,0.13,0.0,0.01,0.48,Vicarious Visions
GBA,Nintendo,2004,Zoo Digital Publishing,0.35,0.13,0.0,0.01,0.48,Pocketeers
PS,Sony,1999,Konami Digital Entertainment,0.0,0.0,0.45,0.03,0.48,Other
PC,Microsoft,2008,Ubisoft,0.01,0.45,0.0,0.03,0.48,Ubisoft Montreal
XB,Microsoft,2004,Electronic Arts,0.36,0.11,0.0,0.02,0.48,EA Tiburon
2600,Other,1983,Atari,0.45,0.03,0.0,0.01,0.48,Other
SNES,Nintendo,1991,Konami Digital Entertainment,0.0,0.0,0.48,0.0,0.48,Other
XOne,Microsoft,2015,Warner Bros. Interactive Entertainment,0.28,0.16,0.0,0.04,0.48,Other
PSP,Sony,2009,MTV Games,0.24,0.14,0.0,0.1,0.48,"Harmonix Music Systems, Backbone Entertainment"
Wii,Nintendo,2008,Scholastic Inc.,0.45,0.0,0.0,0.03,0.48,"Scholastic, Inc."
PS2,Sony,2003,Atari,0.24,0.18,0.0,0.06,0.48,Other
